Student_ID,Gender,Age,Class,Attendance,Study_Hours,Assignments_Completed,Quiz_Score,Midterm_Marks,Final_Exam_Marks,Internet_Access,Parental_Education,Extra_Curricular,Sleep_Hours,Previous_Grade,Performance
63318,Female,17,11,70.6,1.5,15.0,69.9,98.0,83.7,Yes,Master,No,7.2,C,Poor
63319,Female,16,11,60.5,9.1,9.4,79.1,45.2,70.4,No,Master,Yes,6.7,D,Poor
63320,Female,16,12,91.0,2.0,9.7,41.2,94.3,49.9,Yes,Secondary,No,4.9,D,Poor
63321,Female,22,11,58.2,9.0,4.6,67.5,98.1,71.5,Yes,Bachelor,No,5.8,B,Poor
63322,Other,17,10,65.9,3.8,9.6,77.8,64.1,46.6,No,Master,Yes,8.2,D,Poor
63323,Other,18,12,68.7,2.5,5.8,80.0,67.1,72.7,No,Secondary,Yes,7.0,D,Poor
63324,Other,16,12,66.9,5.8,10.7,40.1,76.9,49.1,Yes,Secondary,Yes,9.3,B,Poor
63325,Other,22,9,88.8,8.9,6.0,69.7,81.0,97.3,No,Master,No,5.7,D,Poor
63326,Male,19,12,95.9,11.0,8.7,98.0,70.5,91.7,Yes,Secondary,No,8.8,D,Poor
63327,Other,16,11,91.8,6.3,9.1,86.0,70.3,45.4,Yes,Secondary,No,9.0,D,Poor
63328,Other,15,12,71.9,5.6,9.3,91.8,99.9,86.9,Yes,Secondary,Yes,9.4,A,Poor
63329,Other,17,11,70.6,10.6,13.5,66.5,82.0,74.3,No,Secondary,No,6.0,A,Poor
63330,Other,19,11,90.5,3.8,9.4,73.2,49.0,99.4,No,High School,No,7.4,B,Poor
63331,Male,19,12,76.2,10.8,3.8,86.0,80.1,51.7,No,High School,No,7.8,B,Poor
63332,Other,22,11,80.0,7.0,10.3,97.9,41.0,45.9,Yes,Master,Yes,5.1,A,Poor
63333,Male,19,9,95.5,6.0,0.8,82.3,57.1,91.3,Yes,Secondary,No,7.3,B,Poor
63334,Male,22,12,77.1,8.2,3.3,52.3,71.4,71.9,No,Master,Yes,9.9,B,Poor
63335,Male,21,12,69.4,9.2,13.1,41.4,58.3,68.7,No,Bachelor,Yes,4.3,B,Poor
63336,Other,17,12,90.9,5.3,13.0,89.6,55.8,45.8,Yes,Bachelor,Yes,6.4,B,Poor
63337,Female,18,9,63.5,5.2,3.2,86.2,84.5,63.4,No,Secondary,Yes,9.2,B,Poor
63338,Other,17,10,78.0,1.7,14.3,50.7,43.3,85.7,No,Secondary,Yes,6.1,D,Poor
63339,Male,20,11,86.9,8.8,4.4,53.0,86.7,40.3,No,High School,No,5.3,D,Poor
63340,Male,19,9,67.8,6.5,5.2,52.6,93.9,42.1,No,Secondary,Yes,7.5,B,Poor
63341,Male,15,12,88.4,11.7,11.2,75.2,72.3,76.8,Yes,Bachelor,No,8.3,D,Poor
63342,Male,19,9,91.1,9.2,2.7,99.5,51.0,71.5,No,Master,No,9.5,B,Poor
63343,Other,22,10,58.4,5.8,4.7,88.0,73.7,89.1,No,Master,Yes,7.6,A,Poor
63344,Other,22,10,78.5,10.9,12.4,62.5,75.1,52.8,No,Bachelor,Yes,4.5,C,Poor
63345,Male,22,12,71.3,6.2,14.6,73.2,57.2,42.8,No,Bachelor,Yes,7.1,A,Poor
63346,Male,19,12,98.6,11.2,8.4,75.0,54.4,78.9,No,Bachelor,Yes,7.6,C,Poor
63347,Other,17,9,72.6,9.4,7.1,45.7,43.1,76.4,No,Secondary,No,7.2,B,Poor
63348,Female,21,11,74.1,7.9,10.8,41.9,62.1,96.7,No,High School,Yes,7.8,A,Poor
63349,Female,19,9,98.2,7.4,6.2,80.5,84.0,76.8,No,High School,No,7.1,C,Poor
63350,Male,22,10,92.8,7.2,9.9,60.9,74.6,84.4,Yes,High School,Yes,7.2,D,Poor
63351,Other,17,10,68.6,7.6,9.0,83.9,69.2,45.3,Yes,Bachelor,Yes,8.6,D,Poor
63352,Other,20,10,92.0,8.0,4.5,93.7,96.2,44.4,Yes,Secondary,Yes,8.1,B,Poor
63353,Female,19,12,82.4,3.1,0.2,90.9,60.5,78.2,Yes,Master,No,7.6,B,Poor
63354,Female,16,12,90.2,2.9,3.0,71.7,93.8,83.7,No,Bachelor,Yes,8.3,D,Poor
63355,Female,17,9,69.9,10.5,6.2,68.4,56.2,45.7,Yes,High School,No,4.7,C,Poor
63356,Male,21,12,68.0,1.9,9.5,84.5,79.0,55.9,Yes,Master,Yes,4.7,D,Poor
63357,Female,22,9,95.6,3.3,3.8,91.2,73.5,73.6,Yes,Secondary,No,5.4,C,Poor
63358,Female,20,12,76.6,9.7,7.3,49.8,86.6,49.7,No,Secondary,No,9.3,D,Poor
63359,Female,22,10,59.9,4.1,11.5,69.8,86.9,60.5,Yes,Bachelor,No,4.5,A,Poor
63360,Other,21,12,77.4,10.4,11.7,87.2,67.1,65.1,Yes,Secondary,Yes,9.5,D,Poor
63361,Female,15,10,64.1,7.4,12.4,89.2,87.6,94.0,No,Master,Yes,5.6,B,Poor
63362,Other,21,10,61.0,8.6,11.9,88.3,51.5,60.3,No,Master,No,5.2,C,Poor
63363,Male,15,12,83.9,11.6,0.9,58.1,53.5,93.9,No,High School,Yes,4.9,B,Poor
63364,Other,20,9,87.7,5.7,9.9,43.5,42.2,71.0,No,Bachelor,No,7.6,D,Poor
63365,Male,20,11,57.6,7.3,7.3,73.4,49.0,44.5,Yes,Bachelor,No,7.2,C,Poor
63366,Male,19,10,63.5,10.5,0.9,91.2,65.2,44.1,Yes,Secondary,Yes,4.8,D,Poor
63367,Other,21,12,68.1,3.8,5.0,61.8,50.1,85.1,No,Bachelor,No,6.4,D,Poor
63368,Other,17,11,62.5,10.2,1.7,43.1,82.9,47.1,No,Master,No,6.0,C,Poor
63369,Female,16,9,58.4,1.3,2.8,91.6,57.8,58.8,Yes,High School,Yes,8.3,B,Poor
63370,Male,18,11,71.8,10.6,1.5,40.5,50.5,43.6,No,High School,Yes,9.8,B,Poor
63371,Male,22,12,95.4,8.2,4.8,76.8,63.7,77.6,Yes,Bachelor,Yes,8.9,B,Poor
63372,Female,18,9,78.4,7.3,1.2,75.6,73.0,67.2,No,Master,Yes,9.2,B,Poor
63373,Female,16,12,69.6,8.7,5.3,78.4,56.2,69.4,No,Master,Yes,9.1,C,Poor
63374,Other,18,11,96.2,7.4,13.9,44.0,43.1,51.6,Yes,Bachelor,No,4.2,C,Poor
63375,Other,20,9,66.9,11.9,3.0,93.1,81.4,50.3,No,High School,No,6.0,A,Poor
63376,Female,15,11,93.3,9.0,5.8,59.5,67.7,66.3,No,High School,Yes,6.8,D,Poor
63377,Male,20,9,58.0,8.4,2.4,94.5,62.8,59.1,Yes,Master,Yes,5.5,B,Poor
63378,Male,20,9,88.4,11.6,14.9,93.0,42.8,65.7,Yes,Master,No,8.8,A,Poor
63379,Male,18,9,65.8,7.8,6.2,45.0,59.0,77.4,Yes,Bachelor,No,5.7,A,Poor
63380,Male,16,11,80.5,9.7,13.1,81.6,49.3,93.1,Yes,Secondary,No,9.3,A,Poor
63381,Other,15,9,61.9,4.3,13.4,79.3,79.0,69.6,Yes,Bachelor,No,8.2,D,Poor
63382,Female,18,9,66.7,6.9,1.8,89.5,84.0,58.2,No,Bachelor,No,8.2,C,Poor
63383,Other,18,11,91.5,8.1,4.2,90.9,82.2,48.4,No,Secondary,No,5.6,D,Poor
63384,Other,17,12,62.5,9.1,8.9,93.4,69.6,81.2,Yes,Bachelor,Yes,9.0,B,Poor
63385,Female,17,10,74.9,10.7,14.4,95.9,76.7,72.2,Yes,Bachelor,Yes,8.8,A,Poor
63386,Other,22,10,90.7,11.8,4.1,92.6,94.8,50.2,Yes,High School,No,9.7,D,Poor
63387,Female,17,11,81.4,8.8,12.3,76.4,68.0,70.5,No,High School,No,9.9,C,Poor
63388,Male,18,9,76.5,2.7,3.3,79.1,97.2,99.3,Yes,Master,Yes,4.3,D,Poor
63389,Female,17,10,88.5,8.3,6.8,52.1,47.4,78.2,No,High School,Yes,8.4,A,Poor
63390,Male,21,12,85.6,7.7,8.1,59.4,60.2,84.3,No,Bachelor,Yes,5.4,A,Poor
63391,Other,21,9,96.9,7.1,13.5,47.7,64.7,70.3,Yes,Bachelor,Yes,9.0,D,Poor
63392,Female,16,9,86.3,8.3,9.5,96.8,83.9,88.0,Yes,Secondary,Yes,5.4,D,Poor
63393,Female,20,9,71.2,8.1,11.7,75.7,47.2,53.4,No,Bachelor,Yes,8.3,B,Poor
63394,Female,19,11,77.4,9.6,7.9,81.4,90.4,55.0,No,High School,No,8.1,D,Poor
63395,Female,16,11,72.7,4.7,14.6,71.0,66.7,91.0,Yes,High School,Yes,4.4,C,Poor
63396,Other,20,9,82.7,5.1,10.7,69.8,72.2,42.3,No,Secondary,No,9.2,D,Poor
63397,Male,16,10,77.9,10.1,11.7,41.6,63.3,76.2,No,High School,Yes,7.6,B,Poor
63398,Other,17,11,79.0,7.5,8.7,74.7,61.2,79.8,No,Bachelor,Yes,5.8,D,Poor
63399,Other,21,11,87.4,2.2,5.7,74.8,43.6,58.0,No,Master,Yes,9.2,C,Poor
63400,Female,15,11,96.2,8.6,9.1,80.9,50.1,63.2,No,Bachelor,No,8.2,C,Poor
63401,Female,19,10,64.1,9.3,12.2,48.9,53.2,70.5,No,Bachelor,No,8.9,D,Poor
63402,Male,16,12,93.5,9.0,13.7,78.0,61.5,98.8,Yes,Master,Yes,9.7,D,Poor
63403,Other,19,11,78.0,4.0,7.1,78.5,44.5,82.4,Yes,Bachelor,Yes,6.3,C,Poor
63404,Male,16,12,62.4,5.5,6.1,89.9,93.4,65.7,Yes,High School,No,4.7,B,Poor
63405,Male,15,11,85.3,6.6,1.5,53.4,98.0,89.0,No,High School,No,6.4,D,Poor
63406,Male,21,11,81.7,9.2,1.3,88.5,89.0,74.0,No,High School,No,6.6,A,Poor
63407,Female,17,11,96.7,1.3,6.4,80.9,48.0,64.2,No,Bachelor,No,8.2,C,Poor
63408,Female,20,9,97.1,8.8,13.0,55.3,65.0,41.3,No,Secondary,Yes,5.4,A,Poor
63409,Other,22,10,91.0,7.1,9.3,74.1,44.1,91.9,Yes,Bachelor,Yes,6.4,B,Poor
63410,Male,16,11,63.3,9.3,13.1,85.3,71.5,94.6,Yes,Bachelor,Yes,5.5,B,Poor
63411,Other,16,12,62.0,3.4,5.8,91.1,79.1,54.6,No,Secondary,No,8.6,A,Poor
63412,Male,19,10,84.4,6.8,5.9,64.5,95.7,61.2,Yes,High School,No,9.4,B,Poor
63413,Male,21,12,69.2,11.5,2.1,91.8,54.5,81.1,Yes,Master,No,9.5,B,Poor
63414,Other,16,10,73.3,10.5,14.9,79.4,92.3,44.5,Yes,Secondary,Yes,7.7,D,Poor
63415,Male,19,10,56.7,8.4,6.0,82.0,97.3,45.1,No,Bachelor,No,7.5,B,Poor
63416,Male,17,11,78.5,4.1,5.1,62.3,65.7,78.8,No,High School,Yes,6.4,C,Poor
63417,Female,20,9,55.6,2.9,12.1,96.3,79.7,41.8,Yes,Secondary,No,9.0,A,Poor
63418,Female,18,9,70.4,5.6,1.4,51.9,47.8,89.6,No,Bachelor,No,6.8,D,Poor
63419,Male,18,12,66.9,9.1,8.0,65.4,57.7,99.1,No,Secondary,No,8.4,D,Poor
63420,Male,20,12,90.3,10.4,9.4,56.7,60.8,72.6,Yes,High School,No,5.4,A,Poor
63421,Male,18,10,90.0,7.2,6.0,89.9,63.3,70.2,Yes,High School,No,9.1,A,Poor
63422,Other,19,9,73.5,11.4,9.3,80.1,97.7,61.1,No,Master,No,7.5,D,Poor
63423,Other,17,12,59.6,8.0,12.2,93.4,85.1,58.9,Yes,Secondary,Yes,4.3,C,Poor
63424,Female,19,12,88.4,8.7,12.7,45.6,96.8,44.2,No,High School,Yes,9.0,B,Poor
63425,Other,21,12,66.1,3.9,14.5,40.7,43.8,41.8,No,Secondary,No,9.5,D,Poor
63426,Female,19,9,90.6,9.0,13.5,86.0,87.6,99.3,Yes,Bachelor,No,4.5,B,Poor
63427,Female,15,12,68.8,1.8,5.4,43.4,58.9,84.8,No,Master,No,5.7,D,Poor
63428,Other,22,9,77.5,3.8,13.0,79.0,72.5,75.3,No,Master,No,7.9,B,Poor
63429,Other,17,12,97.3,4.2,3.2,73.1,81.5,46.2,Yes,Bachelor,Yes,9.6,B,Poor
63430,Female,18,10,67.3,2.1,11.5,70.1,77.7,69.8,No,High School,No,6.8,C,Poor
63431,Other,19,11,59.0,2.1,14.9,99.2,78.5,59.1,Yes,Secondary,No,4.6,A,Poor
63432,Female,15,12,66.3,3.6,10.6,76.2,55.6,51.8,Yes,High School,Yes,9.3,D,Poor
63433,Other,22,9,64.3,10.9,2.0,95.7,95.1,56.4,Yes,Master,No,7.9,A,Poor
63434,Other,22,11,82.6,1.7,2.4,74.9,84.5,52.2,Yes,Secondary,Yes,4.8,D,Poor
63435,Other,17,12,82.9,1.8,14.2,82.9,45.7,65.8,Yes,Bachelor,No,5.6,A,Poor
63436,Other,22,9,66.5,5.4,14.6,52.5,81.0,41.4,No,Bachelor,Yes,5.2,D,Poor
63437,Female,18,11,79.9,4.4,3.9,77.8,70.4,48.6,No,High School,Yes,7.5,D,Poor
63438,Female,15,11,77.1,5.3,4.8,91.3,64.8,45.1,Yes,Secondary,No,4.3,A,Poor
63439,Other,16,12,87.2,11.5,3.8,81.1,91.0,49.2,No,Bachelor,No,7.5,A,Poor
63440,Male,22,12,87.2,4.3,7.8,68.0,94.1,90.1,No,High School,Yes,9.7,C,Poor
63441,Other,18,9,59.1,10.9,8.2,75.0,59.9,52.0,No,Master,No,6.9,B,Poor
63442,Female,16,10,73.2,10.8,9.0,56.6,51.6,77.4,No,High School,No,9.6,C,Poor
63443,Female,19,11,85.9,6.2,7.5,91.2,91.6,49.7,Yes,Bachelor,Yes,8.2,D,Poor
63444,Other,16,10,59.3,10.9,7.2,53.0,77.1,58.5,Yes,High School,Yes,9.4,A,Poor
63445,Male,18,12,69.3,8.2,6.9,81.4,57.6,77.1,No,High School,No,8.4,D,Poor
63446,Other,21,12,80.6,10.5,11.8,41.1,86.8,59.1,Yes,High School,No,8.9,B,Poor
63447,Other,16,9,59.1,9.5,11.8,61.6,93.6,76.1,No,High School,No,7.6,B,Poor
63448,Female,17,9,73.0,2.7,0.7,53.2,61.4,74.1,No,Bachelor,Yes,7.8,A,Poor
63449,Female,19,12,65.4,5.9,8.7,69.5,76.7,96.5,No,Bachelor,Yes,7.9,D,Poor
63450,Female,19,9,79.4,9.9,7.7,52.4,86.4,47.0,No,Bachelor,No,4.6,D,Poor
63451,Female,16,11,89.5,6.0,10.2,47.4,95.1,73.7,No,Secondary,No,5.2,B,Poor
63452,Male,21,12,93.5,1.8,2.1,94.1,67.7,41.3,Yes,Bachelor,No,5.6,D,Poor
63453,Male,18,9,67.1,4.9,7.5,87.4,40.4,40.3,No,Secondary,No,8.3,C,Poor
63454,Other,22,12,61.7,10.4,9.0,45.9,92.3,50.3,No,Secondary,No,7.7,C,Poor
63455,Other,20,11,64.8,9.9,7.6,88.9,93.5,97.0,No,Secondary,Yes,9.5,C,Poor
63456,Female,18,12,58.7,6.1,13.3,68.5,59.7,66.6,Yes,Bachelor,Yes,6.7,C,Poor
63457,Male,16,11,77.2,5.4,2.4,68.3,76.6,65.6,Yes,Secondary,Yes,5.0,C,Poor
63458,Male,15,9,66.9,6.9,9.8,59.5,41.0,78.7,No,Master,Yes,7.7,D,Poor
63459,Other,19,12,91.4,2.0,0.7,62.9,48.2,85.1,No,Secondary,No,5.6,D,Poor
63460,Other,21,10,85.9,2.9,6.2,48.5,57.5,71.6,Yes,Bachelor,No,8.7,B,Poor
63461,Female,18,12,99.4,10.2,1.3,47.8,42.9,79.5,Yes,Bachelor,No,9.1,A,Poor
63462,Male,21,11,58.9,2.6,13.6,89.3,43.8,40.2,Yes,Bachelor,No,7.3,A,Poor
63463,Female,18,11,96.4,11.8,2.6,76.4,59.8,49.2,Yes,Bachelor,Yes,6.4,A,Poor
63464,Male,18,12,61.3,7.9,2.1,77.2,80.8,45.6,No,High School,No,6.8,A,Poor
63465,Female,16,11,89.4,7.1,12.4,94.9,91.0,43.7,No,Master,Yes,8.9,B,Poor
63466,Female,21,11,95.9,2.5,0.9,69.0,98.7,97.0,Yes,Bachelor,No,5.3,C,Poor
63467,Other,17,9,89.9,5.1,12.4,91.9,88.9,70.9,No,High School,Yes,4.7,C,Poor
63468,Other,15,9,80.9,1.1,9.6,60.6,56.8,95.9,No,High School,Yes,9.5,A,Poor
63469,Male,22,11,78.9,10.3,0.7,71.9,64.3,92.9,Yes,Master,No,6.9,D,Poor
63470,Female,20,9,64.3,5.7,8.8,79.9,62.6,52.4,No,Secondary,No,9.0,B,Poor
63471,Other,17,9,71.0,6.2,3.8,89.5,83.0,57.5,Yes,High School,No,8.6,C,Poor
63472,Male,16,12,72.9,3.6,11.3,40.6,52.3,84.3,No,Secondary,Yes,9.1,C,Poor
63473,Male,16,12,76.3,2.0,1.5,80.4,42.3,60.0,Yes,High School,Yes,8.6,A,Poor
63474,Other,19,12,89.2,3.3,1.6,95.2,80.1,62.4,No,Secondary,Yes,6.6,A,Poor
63475,Other,21,9,72.4,6.6,14.5,60.0,95.8,89.8,No,Bachelor,Yes,8.5,A,Poor
63476,Male,22,9,95.3,9.6,3.7,71.5,44.4,80.6,No,Secondary,No,6.6,B,Poor
63477,Male,19,10,89.3,4.6,5.8,40.9,56.6,54.1,No,Secondary,Yes,5.9,B,Poor
63478,Male,22,10,78.3,5.6,11.4,63.0,86.7,61.7,No,High School,Yes,5.8,C,Poor
63479,Female,18,10,57.8,11.3,8.7,53.3,47.8,90.9,No,Secondary,Yes,8.6,D,Poor
63480,Female,16,12,82.0,11.8,9.6,68.9,65.4,64.2,Yes,Secondary,Yes,6.8,D,Poor
63481,Female,19,9,88.5,11.4,11.4,80.7,95.0,79.4,No,High School,No,8.2,B,Poor
63482,Female,22,11,94.1,8.5,0.5,42.0,89.6,71.2,No,Bachelor,Yes,6.5,C,Poor
63483,Male,18,11,71.9,9.8,12.0,84.3,45.0,97.1,No,Bachelor,No,9.1,C,Poor
63484,Female,15,9,88.3,9.4,9.2,62.0,75.1,69.6,No,High School,No,8.0,C,Poor
63485,Other,16,9,69.5,1.6,7.6,88.3,83.9,45.8,No,Secondary,No,8.9,C,Poor
63486,Other,22,10,62.1,10.5,0.5,85.2,77.2,84.5,Yes,Bachelor,Yes,9.2,D,Poor
63487,Other,17,11,98.5,5.8,8.8,93.6,45.6,88.6,No,High School,No,4.8,D,Poor
63488,Female,18,11,88.6,6.2,4.6,43.6,71.9,54.8,No,Master,No,7.1,C,Poor
63489,Other,20,10,89.6,6.8,7.3,68.2,57.7,77.4,No,Secondary,No,6.6,B,Poor
63490,Male,19,12,94.4,6.2,1.8,63.0,48.2,86.8,No,Bachelor,Yes,4.5,B,Poor
63491,Female,19,12,84.9,6.8,8.4,77.5,91.3,78.0,No,Bachelor,Yes,4.7,C,Poor
63492,Female,22,9,92.3,10.7,6.0,57.6,48.7,82.8,Yes,High School,Yes,4.1,D,Poor
63493,Female,15,9,72.5,2.3,6.0,55.9,73.8,83.3,Yes,Master,No,5.1,C,Poor
63494,Other,18,9,57.2,10.4,10.4,67.9,58.9,79.2,Yes,High School,No,5.8,D,Poor
63495,Male,20,12,55.8,5.5,9.6,58.3,89.0,97.6,No,High School,Yes,6.4,D,Poor
63496,Female,15,10,98.1,7.3,5.3,41.8,56.5,90.7,Yes,High School,No,8.6,B,Poor
63497,Female,18,9,93.4,3.6,8.5,87.4,79.7,80.9,Yes,Master,No,9.8,A,Poor
63498,Male,22,9,83.6,10.0,1.8,64.7,96.6,46.1,No,Secondary,No,9.1,B,Poor
63499,Male,22,11,57.6,6.0,6.1,79.8,50.5,65.6,No,Master,Yes,8.3,B,Poor
63500,Male,21,10,56.2,5.4,8.6,45.2,68.5,63.8,No,High School,No,5.1,B,Poor
63501,Male,19,9,99.3,10.6,7.6,98.0,45.1,81.5,Yes,Bachelor,Yes,9.2,A,Poor
63502,Female,18,10,75.1,10.1,5.6,69.7,54.5,43.9,No,High School,No,6.5,D,Poor
63503,Other,16,11,83.0,6.8,7.7,94.2,65.2,63.6,No,High School,Yes,6.4,D,Poor
63504,Other,21,12,87.8,11.0,7.7,53.7,72.5,75.2,No,Master,Yes,7.7,A,Poor
63505,Male,19,9,59.6,1.7,2.3,66.1,97.7,41.6,No,Secondary,No,4.8,C,Poor
63506,Male,16,11,60.1,10.2,6.9,47.0,45.6,88.2,No,High School,Yes,4.8,A,Poor
63507,Other,18,9,86.1,10.5,5.3,51.0,69.2,51.5,Yes,High School,Yes,5.5,B,Poor
63508,Female,18,11,64.3,11.3,12.0,97.4,43.4,40.5,No,High School,Yes,7.1,C,Poor
63509,Female,15,11,95.0,2.6,9.8,46.7,85.5,54.0,No,Secondary,No,6.5,A,Poor
63510,Male,16,10,87.2,6.0,14.9,67.0,72.5,44.2,No,High School,Yes,9.9,C,Poor
63511,Male,20,10,67.5,8.5,13.3,84.0,89.2,65.8,No,High School,No,5.4,C,Poor
63512,Female,20,12,84.6,1.1,6.1,80.7,41.2,82.5,No,Secondary,No,9.9,A,Poor
63513,Female,17,9,87.0,9.8,6.8,73.9,54.5,67.9,No,Secondary,No,7.4,B,Poor
63514,Male,17,9,87.4,2.8,6.3,44.1,40.9,89.9,Yes,Bachelor,Yes,6.8,D,Poor
63515,Other,21,12,67.1,8.7,12.9,41.3,95.4,76.3,Yes,Secondary,No,6.3,B,Poor
63516,Other,18,12,93.3,1.0,13.6,68.9,97.1,48.4,Yes,High School,No,5.6,D,Poor
63517,Other,19,11,88.2,3.2,2.7,61.6,49.7,80.5,No,High School,No,7.9,D,Poor
63518,Male,18,11,94.7,4.2,1.4,50.4,60.8,41.6,No,Bachelor,No,8.1,C,Poor
63519,Female,16,11,85.7,9.0,3.9,82.2,98.3,59.9,No,High School,No,4.6,C,Poor
63520,Female,21,11,69.2,5.8,4.3,72.4,56.4,63.7,No,High School,Yes,9.5,B,Poor
63521,Female,15,11,78.5,3.5,7.0,98.5,77.8,41.4,No,Master,No,4.3,D,Poor
63522,Male,22,10,92.1,11.9,9.4,61.2,97.0,44.5,No,High School,No,8.9,D,Poor
63523,Female,17,9,69.1,4.3,9.2,87.5,86.5,74.5,Yes,High School,Yes,4.7,C,Poor
63524,Female,15,10,90.2,9.6,8.7,48.4,41.2,82.3,No,Master,No,8.0,C,Poor
63525,Female,18,11,57.8,8.8,0.5,47.0,69.4,97.5,Yes,High School,Yes,6.9,C,Poor
63526,Other,15,11,59.6,3.5,14.6,64.5,58.3,53.2,No,Secondary,Yes,9.2,C,Poor
63527,Male,21,11,64.5,5.2,1.7,81.6,92.0,62.2,Yes,Bachelor,Yes,7.7,C,Poor
63528,Female,20,12,65.7,3.0,14.8,43.3,48.4,69.3,No,Secondary,No,7.4,B,Poor
63529,Female,17,12,70.6,8.3,0.3,44.0,50.3,88.2,Yes,Master,Yes,9.7,B,Poor
63530,Other,20,9,92.1,1.4,8.1,48.5,84.3,96.1,Yes,Master,No,7.3,B,Poor
63531,Male,15,12,59.3,7.3,13.5,81.5,49.7,69.1,Yes,Secondary,Yes,5.4,D,Poor
63532,Female,15,10,84.7,3.8,1.8,75.2,70.8,57.1,Yes,Bachelor,No,7.0,D,Poor
63533,Female,20,10,68.4,9.0,8.4,89.6,52.6,75.5,Yes,Secondary,Yes,10.0,C,Poor
63534,Female,17,12,97.2,7.9,3.1,93.8,80.9,45.9,Yes,Bachelor,Yes,10.0,B,Poor
63535,Other,21,12,77.8,5.2,14.7,88.6,79.5,78.8,No,Secondary,No,6.5,B,Poor
63536,Other,15,10,55.8,5.3,11.0,45.8,93.1,42.0,No,High School,No,8.9,B,Poor
63537,Male,22,9,96.1,1.3,12.9,50.7,75.7,41.3,Yes,Bachelor,Yes,9.8,B,Poor
63538,Male,21,10,92.3,4.3,8.2,63.4,83.9,66.8,No,Secondary,Yes,7.0,C,Poor
63539,Female,22,11,76.5,7.8,1.5,89.9,63.8,61.9,Yes,High School,No,5.8,C,Poor
63540,Male,16,11,94.8,5.2,5.1,92.6,61.5,76.3,Yes,Master,Yes,5.0,C,Poor
63541,Male,15,12,55.9,6.6,6.8,81.2,98.7,75.5,No,Secondary,Yes,6.9,B,Poor
63542,Female,16,11,78.8,2.8,13.5,53.4,49.2,42.1,Yes,High School,No,5.7,D,Poor
63543,Other,16,10,78.3,11.8,3.2,96.1,57.4,43.3,No,Secondary,No,7.1,D,Poor
63544,Other,22,12,73.9,7.2,14.5,60.4,71.2,95.9,No,High School,No,6.6,A,Poor
63545,Female,16,10,56.3,5.7,13.4,74.7,96.1,84.1,No,High School,Yes,7.6,B,Poor
63546,Other,19,10,99.3,2.9,10.3,95.2,64.0,40.8,Yes,Master,No,8.8,B,Poor
63547,Female,16,12,55.9,3.6,3.0,68.9,65.3,62.4,No,Secondary,Yes,7.7,B,Poor
63548,Male,16,10,99.8,2.6,0.9,81.5,96.7,49.7,No,High School,No,7.3,B,Poor
63549,Female,17,9,66.3,9.8,4.8,65.5,41.9,74.0,Yes,Secondary,No,7.6,A,Poor
63550,Female,22,12,97.4,1.9,12.7,67.1,66.8,50.1,No,Secondary,Yes,8.0,C,Poor
63551,Female,17,9,91.2,11.4,11.2,62.5,96.4,69.6,No,Master,Yes,5.3,A,Poor
63552,Male,21,10,73.5,7.3,8.3,86.6,71.7,97.5,Yes,High School,No,5.9,A,Poor
63553,Male,18,9,88.0,3.7,5.5,68.3,59.6,48.2,No,Master,No,6.7,A,Poor
63554,Other,21,11,88.4,7.3,12.4,84.6,58.0,58.6,Yes,Bachelor,Yes,6.1,C,Poor
63555,Other,18,10,82.0,2.8,8.2,43.4,81.9,53.4,Yes,Master,Yes,4.9,A,Poor
63556,Male,22,11,60.4,11.1,2.2,55.3,51.3,93.4,No,Bachelor,No,5.2,D,Poor
63557,Male,20,12,91.7,2.7,6.9,60.2,68.7,84.1,No,Bachelor,No,7.8,B,Poor
63558,Male,20,9,76.7,3.6,3.3,92.7,74.3,92.3,Yes,Bachelor,No,7.3,D,Poor
63559,Male,21,11,93.0,5.9,6.6,52.0,45.1,81.1,Yes,Bachelor,No,4.1,C,Poor
63560,Female,20,9,71.7,2.0,6.1,41.2,66.7,73.6,No,High School,Yes,5.2,C,Poor
63561,Female,16,12,95.0,10.0,5.0,48.9,92.9,90.5,No,Master,Yes,6.7,A,Poor
63562,Male,21,9,63.5,11.7,12.5,98.2,73.7,55.3,Yes,Bachelor,No,9.0,D,Poor
63563,Male,15,12,81.8,5.2,0.0,90.0,57.0,68.0,No,Secondary,No,7.9,A,Poor
63564,Female,15,10,71.0,2.9,10.2,87.9,55.6,53.4,Yes,High School,Yes,8.2,B,Poor
63565,Male,18,11,69.9,2.6,7.5,45.2,96.6,66.4,No,Bachelor,Yes,4.9,D,Poor
63566,Other,15,10,93.9,7.9,11.2,71.8,79.7,95.6,No,Secondary,Yes,5.1,C,Poor
63567,Female,17,10,82.1,4.6,11.4,68.3,70.6,82.5,No,Secondary,No,7.3,D,Poor
63568,Other,16,11,98.8,3.8,2.7,44.1,99.7,68.9,Yes,High School,Yes,9.6,D,Poor
63569,Male,19,11,70.9,4.2,5.6,92.1,52.0,42.1,Yes,Secondary,Yes,9.3,D,Poor
63570,Male,18,10,87.1,5.1,8.1,79.9,48.7,63.7,Yes,High School,No,9.7,A,Poor
63571,Female,17,10,82.7,7.2,3.0,86.7,62.5,51.4,Yes,Master,No,6.6,D,Poor
63572,Male,17,12,78.0,3.7,1.4,47.1,79.7,61.8,No,Secondary,Yes,7.2,B,Poor
63573,Female,19,9,56.6,8.9,1.4,62.0,72.7,45.3,No,Secondary,No,9.2,B,Poor
