id,student_id,module_id,attendance_percentage,internal_marks,assignment_marks,quiz_marks,midterm_marks,final_exam_marks,total_marks,grade,result
2221,451,18,41.1,15.1,12.82,7.19,21.44,45.8,48.37,C,Pass
2222,451,20,52.45,15.24,6.9,6.32,21.63,42.05,43.98,C,Pass
2223,452,37,77.23,27.19,25.0,19.45,42.34,63.12,83.95,A+,Pass
2224,452,35,75.78,31.29,18.78,16.3,37.4,63.31,79.56,A,Pass
2225,452,33,68.67,36.82,21.23,14.69,44.32,65.5,86.97,A+,Pass
2226,452,34,64.31,38.12,25.0,17.74,49.82,71.42,96.17,O,Pass
2227,453,83,43.09,24.94,13.38,12.18,27.38,36.94,54.84,B,Pass
2228,453,91,56.81,21.06,12.74,7.69,24.58,46.5,53.46,B,Pass
2229,453,81,55.43,23.26,13.97,9.4,27.63,35.64,52.36,B,Pass
2230,453,85,48.66,22.55,13.88,13.63,26.04,51.27,60.59,B+,Pass
2231,453,92,52.05,18.64,11.03,14.45,29.06,39.99,54.15,B,Pass
2232,454,19,70.19,33.15,15.59,16.71,27.54,64.17,74.89,A,Pass
2233,454,21,72.23,24.42,15.93,13.39,39.93,50.33,68.73,B+,Pass
2234,454,20,71.63,32.89,14.01,13.52,25.73,34.47,57.76,B,Pass
2235,454,17,78.42,24.75,22.33,11.26,27.41,54.6,66.12,B+,Pass
2236,455,37,30.0,23.21,13.86,13.57,31.93,48.92,62.73,B+,Pass
2237,455,41,37.42,16.85,15.15,18.45,19.25,38.88,51.48,B,Pass
2238,455,42,40.15,19.64,13.66,10.79,25.52,45.06,54.47,B,Pass
2239,455,39,32.41,22.25,11.49,9.63,29.52,44.62,56.12,B,Pass
2240,455,44,39.3,22.54,15.74,11.51,24.89,49.78,58.99,B,Pass
2241,455,36,30.0,21.81,13.09,6.89,28.75,35.76,50.65,B,Pass
2242,456,37,98.56,39.07,17.28,18.0,29.39,58.42,77.41,A,Pass
2243,456,34,94.45,27.6,15.36,14.36,38.76,45.18,67.59,B+,Pass
2244,456,42,90.66,37.13,25.0,16.28,50.0,65.38,92.21,O,Pass
2245,456,45,93.89,38.81,22.75,16.57,50.0,63.67,91.51,O,Pass
2246,456,39,99.01,29.53,14.03,12.78,27.66,50.05,63.96,B+,Pass
2247,457,3,83.18,35.09,21.44,15.76,38.38,51.81,77.37,A,Pass
2248,457,14,75.14,26.58,20.08,13.33,32.57,56.99,70.87,A,Pass
2249,457,10,79.18,30.35,20.55,18.25,38.65,47.42,73.97,A,Pass
2250,457,15,78.22,25.05,19.74,16.2,39.35,46.18,69.75,B+,Pass
2251,458,59,56.61,26.94,17.09,13.3,22.67,50.01,61.63,B+,Pass
2252,458,54,54.55,19.47,13.86,11.13,30.46,37.63,53.63,B,Pass
2253,458,62,45.74,33.69,14.5,7.38,32.66,46.51,64.37,B+,Pass
2254,458,63,59.04,25.49,15.36,8.12,25.31,38.17,53.41,B,Pass
2255,458,55,53.67,21.3,12.75,10.36,19.39,32.19,45.64,C,Pass
2256,459,99,30.0,13.99,12.3,9.99,19.32,23.41,37.49,F,Fail
2257,459,101,30.0,12.15,10.5,2.0,18.95,30.81,35.13,F,Fail
2258,459,97,32.04,16.6,8.65,11.73,16.32,32.89,41.14,C,Pass
2259,459,100,32.84,27.21,13.92,14.19,19.78,39.31,54.5,B,Pass
2260,460,84,77.63,19.64,13.65,10.98,14.11,46.18,49.37,C,Pass
2261,460,89,87.68,30.81,12.89,17.89,38.09,61.15,77.08,A,Pass
2262,460,94,83.1,25.38,14.64,13.96,35.26,47.1,65.14,B+,Pass
2263,460,82,76.21,31.16,13.63,14.59,28.61,51.97,66.89,B+,Pass
2264,460,87,85.88,31.35,21.12,14.83,44.16,57.72,80.55,A+,Pass
2265,461,10,69.95,27.85,17.03,14.03,38.46,42.86,66.99,B+,Pass
2266,461,2,72.36,30.78,17.3,15.86,28.16,47.96,66.7,B+,Pass
2267,461,3,66.84,33.93,21.94,8.42,27.37,56.12,69.83,B+,Pass
2268,461,1,70.56,32.36,24.72,15.19,42.08,52.94,79.41,A,Pass
2269,462,85,72.05,28.22,19.94,16.74,32.1,64.64,76.67,A,Pass
2270,462,94,77.64,30.29,19.81,12.92,35.23,59.3,74.82,A,Pass
2271,462,93,67.81,31.6,20.59,19.57,43.65,55.64,81.61,A+,Pass
2272,462,83,72.19,27.89,20.22,17.97,42.75,51.38,76.38,A,Pass
2273,462,89,71.23,22.36,15.16,14.8,38.56,57.86,70.92,A,Pass
2274,463,65,64.83,40.0,16.68,14.84,47.89,71.95,91.62,O,Pass
2275,463,67,72.1,32.88,14.25,19.3,36.06,56.07,75.99,A,Pass
2276,463,68,75.3,34.03,23.8,19.82,38.98,62.95,85.31,A+,Pass
2277,463,69,65.22,32.69,18.79,17.22,47.92,66.72,87.56,A+,Pass
2278,464,37,74.02,23.15,17.79,17.55,40.47,49.06,70.6,A,Pass
2279,464,36,85.46,25.66,19.33,16.61,38.61,62.98,77.57,A,Pass
2280,464,38,73.64,29.66,11.68,15.72,35.32,54.66,70.53,A,Pass
2281,464,33,81.22,25.12,17.35,14.87,31.86,55.52,68.78,B+,Pass
2282,464,34,80.01,34.89,13.64,13.72,26.11,45.19,63.91,B+,Pass
2283,465,17,92.97,32.17,20.64,14.62,34.45,58.37,76.12,A,Pass
2284,465,25,86.53,32.93,21.15,20.0,48.63,75.0,94.24,O,Pass
2285,465,26,91.61,39.98,21.11,20.0,44.46,71.84,94.19,O,Pass
2286,465,24,87.75,31.18,20.72,18.28,38.87,61.99,81.38,A+,Pass
2287,465,19,95.99,39.37,25.0,14.9,50.0,56.48,88.49,A+,Pass
2288,465,21,86.06,37.39,16.81,11.84,38.37,56.18,76.75,A,Pass
2289,466,107,79.09,35.36,17.93,14.86,45.02,46.64,76.56,A,Pass
2290,466,98,73.79,30.78,20.28,20.0,32.25,51.67,73.74,A,Pass
2291,466,97,72.49,24.47,17.29,11.86,35.37,44.01,63.31,B+,Pass
2292,466,102,77.75,40.0,25.0,15.97,44.79,65.86,91.12,O,Pass
2293,467,67,42.26,14.24,10.86,9.59,15.9,20.65,33.85,F,Fail
2294,467,69,41.93,20.63,8.38,10.31,22.55,23.83,41.22,C,Pass
2295,467,70,42.27,11.51,12.59,10.98,24.87,31.78,43.55,C,Pass
2296,467,68,43.97,11.86,3.82,10.1,19.59,36.3,39.24,F,Fail
2297,467,65,45.18,17.64,12.11,9.54,25.63,29.83,45.17,C,Pass
2298,467,66,30.0,14.72,13.76,4.32,15.91,38.8,41.08,C,Pass
2299,468,21,43.53,26.83,10.47,12.63,25.23,47.64,58.77,B,Pass
2300,468,25,46.94,21.66,12.41,11.45,26.08,39.45,52.97,B,Pass
2301,468,27,45.7,28.13,15.01,11.98,28.88,32.68,55.75,B,Pass
2302,468,17,33.52,25.71,17.28,14.32,33.22,36.48,60.57,B+,Pass
2303,469,77,59.9,25.61,13.16,19.07,24.91,64.57,70.19,A,Pass
2304,469,68,61.82,23.72,11.59,15.17,31.49,42.4,59.62,B,Pass
2305,469,72,56.64,16.35,10.54,12.3,29.45,46.05,54.76,B,Pass
2306,469,79,51.72,16.64,11.25,13.09,23.54,49.28,54.13,B,Pass
2307,469,76,63.26,18.16,11.64,8.93,28.3,40.68,51.34,B,Pass
2308,470,33,62.33,24.55,23.54,16.61,29.57,62.74,74.06,A,Pass
2309,470,39,55.87,32.59,19.37,14.87,40.57,55.19,77.52,A,Pass
2310,470,36,54.56,17.41,18.94,12.1,28.8,40.64,55.7,B,Pass
2311,470,37,54.06,27.87,19.86,13.74,27.13,41.81,61.82,B+,Pass
2312,470,40,60.75,27.77,16.1,12.05,34.15,40.69,62.41,B+,Pass
2313,471,76,43.56,16.84,13.16,16.2,28.84,32.94,51.58,B,Pass
2314,471,69,42.61,19.91,16.76,10.81,31.34,26.61,50.15,B,Pass
2315,471,73,42.04,22.93,12.79,10.53,30.95,55.72,63.32,B+,Pass
2316,471,67,49.91,24.95,20.26,10.15,31.53,53.25,66.27,B+,Pass
2317,471,66,44.15,24.84,10.86,12.49,28.29,45.44,58.35,B,Pass
2318,472,97,77.12,22.03,17.19,9.33,35.65,42.76,60.34,B+,Pass
2319,472,99,86.81,32.97,24.51,18.64,32.8,59.72,79.87,A,Pass
2320,472,103,80.26,32.42,20.29,15.75,39.19,48.41,74.39,A,Pass
2321,472,100,70.01,27.66,16.72,12.71,30.91,55.62,68.28,B+,Pass
2322,472,102,75.17,23.79,17.45,17.99,41.71,55.99,74.86,A,Pass
2323,473,50,77.48,28.2,22.09,16.11,47.81,61.53,83.61,A+,Pass
2324,473,60,71.71,29.98,20.1,16.57,37.22,54.3,75.27,A,Pass
2325,473,51,80.47,28.79,19.37,16.05,37.82,50.9,72.83,A,Pass
2326,473,56,80.41,36.93,22.68,18.98,41.74,59.0,85.43,A+,Pass
2327,473,53,80.93,36.0,25.0,20.0,46.28,75.0,96.14,O,Pass
2328,474,99,60.4,37.89,19.28,20.0,27.95,50.56,74.22,A,Pass
2329,474,103,62.97,22.65,18.57,20.0,38.8,59.88,76.1,A,Pass
2330,474,101,63.72,27.87,20.76,17.05,36.23,51.51,72.92,A,Pass
2331,474,100,53.93,25.35,18.21,16.29,26.43,35.9,58.07,B,Pass
2332,475,67,33.04,23.41,17.81,13.84,27.21,38.43,57.29,B,Pass
2333,475,72,40.36,24.49,23.07,16.57,29.57,50.69,68.2,B+,Pass
2334,475,71,44.84,22.33,17.66,12.47,31.75,44.4,61.06,B+,Pass
2335,475,77,39.67,22.2,14.87,15.68,21.78,31.79,50.61,B,Pass
2336,476,35,80.56,36.24,9.39,14.26,27.6,45.34,63.97,B+,Pass
2337,476,34,86.79,23.64,14.93,13.46,35.8,58.67,69.8,B+,Pass
2338,476,45,76.94,26.62,19.24,11.89,35.74,50.23,68.26,B+,Pass
2339,476,36,83.6,20.34,13.92,7.15,29.17,48.3,56.44,B,Pass
2340,476,40,66.71,22.97,14.77,11.31,38.18,47.94,64.51,B+,Pass
2341,476,33,77.46,29.02,15.96,10.88,46.33,49.69,72.69,A,Pass
2342,477,67,84.8,22.45,23.38,20.0,27.39,54.43,69.67,B+,Pass
2343,477,65,88.17,31.28,17.14,14.47,30.43,50.68,68.6,B+,Pass
2344,477,69,83.68,39.9,19.79,16.47,31.97,75.0,87.09,A+,Pass
2345,477,68,90.19,29.14,17.08,10.87,31.32,47.51,64.67,B+,Pass
2346,478,65,35.65,22.34,6.13,4.74,13.06,20.97,32.31,F,Fail
2347,478,74,39.02,18.06,12.29,10.13,31.13,33.68,50.3,B,Pass
2348,478,70,37.64,20.58,11.99,12.24,20.46,35.71,48.1,C,Pass
2349,478,72,32.19,17.26,13.39,5.72,26.08,31.21,44.45,C,Pass
2350,478,69,32.17,19.6,6.65,13.56,21.0,20.04,39.09,F,Fail
2351,478,67,39.6,9.71,11.61,3.91,21.88,40.79,41.43,C,Pass
2352,479,21,51.9,33.15,18.11,18.49,42.6,51.76,78.51,A,Pass
2353,479,20,63.56,26.65,14.94,9.56,32.18,37.96,57.89,B,Pass
2354,479,19,64.57,23.2,15.26,11.17,37.84,49.17,65.16,B+,Pass
2355,479,17,62.26,21.74,14.12,8.25,33.52,36.68,54.52,B,Pass
2356,480,36,53.08,28.64,15.2,13.67,33.32,48.47,66.51,B+,Pass
2357,480,38,42.37,24.83,14.04,10.77,26.13,47.8,58.79,B,Pass
2358,480,35,49.67,25.93,20.74,12.91,36.73,46.46,67.76,B+,Pass
2359,480,37,48.56,26.89,24.46,19.56,33.09,60.89,77.97,A,Pass
2360,481,35,35.52,18.98,11.85,12.23,22.9,43.25,51.97,B,Pass
2361,481,36,40.23,8.38,5.15,4.28,23.19,22.2,30.35,F,Fail
2362,481,34,30.0,19.67,13.81,14.13,35.59,40.99,59.35,B,Pass
2363,481,38,30.0,29.14,14.02,9.62,28.8,36.48,56.42,B,Pass
2364,481,33,37.53,19.31,10.29,6.57,18.28,30.25,40.31,C,Pass
2365,482,68,62.65,32.16,21.79,17.73,43.29,51.72,79.45,A,Pass
2366,482,67,56.22,29.11,18.38,9.0,34.0,57.67,70.32,A,Pass
2367,482,65,61.86,29.65,12.7,13.63,39.19,44.99,67.31,B+,Pass
2368,482,69,60.43,27.02,18.25,13.13,31.81,52.06,67.58,B+,Pass
2369,483,21,67.72,29.25,19.44,11.69,36.54,48.84,69.31,B+,Pass
2370,483,25,60.01,26.45,17.17,17.08,23.9,47.65,62.81,B+,Pass
2371,483,26,62.42,28.72,25.0,20.0,38.59,50.23,77.1,A,Pass
2372,483,23,55.81,30.97,20.04,17.49,37.84,54.89,76.78,A,Pass
2373,483,20,55.34,19.16,17.23,16.03,39.18,55.82,70.13,A,Pass
2374,483,22,70.75,25.24,15.12,16.66,42.5,65.32,78.74,A,Pass
2375,484,85,72.94,31.32,22.4,20.0,46.06,55.53,83.56,A+,Pass
2376,484,95,72.84,35.97,25.0,19.85,50.0,66.06,93.74,O,Pass
2377,484,82,72.25,33.4,20.35,14.18,31.3,61.99,76.51,A,Pass
2378,484,86,73.31,37.69,21.61,18.17,41.01,49.31,80.09,A+,Pass
2379,485,67,62.98,29.92,21.75,18.1,34.42,54.13,75.18,A,Pass
2380,485,71,61.28,24.79,13.16,7.36,28.56,31.16,50.16,B,Pass
2381,485,66,61.25,34.38,16.16,13.42,39.66,64.94,80.5,A+,Pass
2382,485,72,57.41,29.92,13.25,16.92,37.79,43.36,67.85,B+,Pass
2383,485,68,58.99,27.07,17.33,7.43,34.08,46.61,62.98,B+,Pass
2384,486,23,86.27,32.37,20.23,18.98,29.02,60.95,76.72,A,Pass
2385,486,24,77.5,36.03,18.05,19.48,35.29,70.72,85.62,A+,Pass
2386,486,20,69.0,36.47,19.61,16.27,42.64,57.31,82.28,A+,Pass
2387,486,29,67.76,33.13,18.44,17.67,32.97,46.44,70.93,A,Pass
2388,486,19,65.53,30.84,22.4,20.0,41.9,51.68,79.45,A,Pass
2389,486,28,70.88,30.0,14.26,10.85,33.34,55.22,68.57,B+,Pass
2390,487,109,85.91,36.67,20.63,9.11,46.29,52.84,78.95,A,Pass
2391,487,104,81.29,31.03,23.7,16.63,40.6,53.0,78.35,A,Pass
2392,487,98,83.3,31.5,17.82,16.13,33.9,58.94,75.4,A,Pass
2393,487,100,85.37,33.91,22.56,20.0,34.42,62.33,82.28,A+,Pass
2394,487,105,89.44,29.3,19.76,14.05,39.66,50.07,72.77,A,Pass
2395,488,33,67.67,25.22,22.5,15.02,40.58,57.63,76.31,A,Pass
2396,488,35,74.53,27.0,19.46,16.34,43.85,55.39,77.22,A,Pass
2397,488,36,74.8,24.77,15.65,12.5,33.73,60.7,70.09,A,Pass
2398,488,41,65.93,39.54,24.09,17.9,28.97,53.86,77.97,A,Pass
2399,489,80,61.23,31.67,19.78,11.57,39.89,46.34,71.1,A,Pass
2400,489,76,59.06,27.35,8.07,15.02,39.12,36.33,60.93,B+,Pass
2401,489,68,54.8,25.41,19.56,13.12,26.22,42.12,59.86,B,Pass
2402,489,73,46.39,20.36,16.06,12.03,28.92,40.57,56.01,B,Pass
2403,489,72,58.44,27.91,16.17,8.78,28.16,48.73,61.64,B+,Pass
2404,490,67,70.29,22.41,16.34,17.83,35.5,48.59,67.08,B+,Pass
2405,490,68,77.77,29.91,20.04,13.34,40.74,63.49,79.64,A,Pass
2406,490,69,69.9,30.01,13.49,16.39,22.53,40.03,58.54,B,Pass
2407,490,65,73.41,35.85,18.85,17.4,32.01,57.37,76.95,A,Pass
2408,491,95,87.32,30.77,14.44,11.75,40.18,49.54,70.25,A,Pass
2409,491,83,83.92,29.0,14.88,12.53,32.09,49.03,65.64,B+,Pass
2410,491,90,84.81,38.62,22.39,15.8,50.0,64.06,91.06,O,Pass
2411,491,81,96.19,30.7,15.17,17.39,41.15,51.14,74.56,A,Pass
2412,491,84,79.81,32.69,21.08,13.01,43.58,43.56,73.4,A,Pass
2413,491,87,80.51,29.55,17.66,19.07,36.77,58.15,76.89,A,Pass
2414,492,102,65.31,20.46,16.01,9.24,23.96,36.97,50.49,B,Pass
2415,492,103,56.49,26.33,20.37,16.86,21.9,35.66,57.34,B,Pass
2416,492,104,57.76,26.86,10.05,11.75,34.87,34.6,56.91,B,Pass
2417,492,107,62.45,25.14,12.13,6.82,15.62,52.11,52.95,B,Pass
2418,492,108,62.98,25.17,17.08,15.38,21.2,34.56,53.83,B,Pass
2419,493,100,100.0,38.03,23.34,15.93,40.5,56.24,82.81,A+,Pass
2420,493,99,100.0,40.0,23.47,20.0,41.35,64.5,90.16,O,Pass
2421,493,97,97.89,32.75,23.01,20.0,44.25,58.85,85.17,A+,Pass
2422,493,101,100.0,29.51,25.0,14.89,45.2,59.66,82.64,A+,Pass
2423,493,102,97.77,20.82,17.24,16.61,39.51,42.69,65.29,B+,Pass
2424,494,70,59.39,32.69,20.57,14.69,38.81,57.92,78.35,A,Pass
2425,494,68,68.52,27.64,13.26,15.56,37.28,56.81,72.06,A,Pass
2426,494,67,66.0,23.66,15.67,8.65,18.5,32.79,46.98,C,Pass
2427,494,69,70.53,30.67,13.5,13.47,35.23,50.75,68.77,B+,Pass
2428,494,65,56.65,19.56,12.96,8.82,32.03,48.87,58.19,B,Pass
2429,495,58,92.13,34.81,20.88,15.26,32.28,58.9,77.01,A,Pass
2430,495,55,86.44,33.7,17.06,9.64,37.02,53.82,72.11,A,Pass
2431,495,51,92.28,28.07,18.83,19.05,43.24,55.1,78.43,A,Pass
2432,495,61,93.06,32.59,24.91,14.18,42.57,48.78,77.4,A,Pass
2433,495,56,89.29,31.75,19.9,9.89,32.25,65.25,75.35,A,Pass
2434,496,28,89.09,40.0,25.0,17.38,47.4,68.49,94.35,O,Pass
2435,496,27,97.34,34.46,25.0,20.0,46.64,60.66,88.86,A+,Pass
2436,496,21,94.49,35.34,25.0,18.74,50.0,75.0,97.04,O,Pass
2437,496,23,90.5,32.68,17.29,18.43,35.51,75.0,85.23,A+,Pass
2438,497,103,69.12,35.85,23.92,19.41,42.39,63.72,88.13,A+,Pass
2439,497,111,70.24,30.06,15.44,20.0,43.73,50.73,76.75,A,Pass
2440,497,105,69.39,27.51,20.25,20.0,35.84,59.62,77.59,A,Pass
2441,497,97,77.41,32.96,24.75,18.75,41.23,65.24,86.81,A+,Pass
2442,498,50,65.04,30.1,22.93,14.47,34.02,45.04,69.48,B+,Pass
2443,498,59,61.4,27.44,23.77,12.69,33.66,55.33,72.22,A,Pass
2444,498,54,74.31,27.39,21.98,16.32,36.25,49.0,71.64,A,Pass
2445,498,60,66.88,31.93,25.0,10.56,48.66,74.71,90.44,O,Pass
2446,498,57,64.16,24.35,20.59,12.33,34.6,56.88,70.42,A,Pass
2447,499,72,45.07,17.39,8.5,3.02,14.39,32.9,36.16,F,Fail
2448,499,70,40.47,11.05,7.27,3.75,19.65,20.66,29.77,F,Fail
2449,499,65,45.24,20.09,11.86,11.85,13.85,31.48,42.33,C,Pass
2450,499,66,50.74,17.29,13.72,13.89,23.78,32.52,48.14,C,Pass
2451,499,77,32.42,15.12,6.25,10.49,13.85,36.53,39.28,F,Fail
2452,499,71,44.62,19.28,15.48,10.37,24.24,37.93,50.83,B,Pass
2453,500,53,75.68,33.02,20.89,16.97,39.2,57.28,79.69,A,Pass
2454,500,56,68.26,27.38,23.41,10.09,31.13,41.16,62.87,B+,Pass
2455,500,50,78.84,27.51,19.88,6.84,34.46,62.0,71.29,A,Pass
2456,500,52,74.74,30.81,25.0,14.92,43.54,53.13,79.43,A,Pass
2457,501,33,38.12,20.33,10.32,10.44,19.69,44.88,50.3,B,Pass
2458,501,38,35.47,20.09,11.63,10.02,30.96,45.98,56.64,B,Pass
2459,501,36,30.0,27.71,16.67,17.62,26.43,41.84,62.07,B+,Pass
2460,501,34,30.0,9.64,13.74,6.54,19.12,43.29,43.35,C,Pass
2461,501,40,35.88,11.94,6.81,8.43,13.7,43.48,40.05,C,Pass
2462,502,2,56.79,32.36,16.6,17.0,34.51,46.35,70.21,A,Pass
2463,502,4,74.57,29.33,20.47,15.21,29.21,63.97,74.92,A,Pass
2464,502,8,57.55,28.11,18.19,17.19,33.35,72.88,80.61,A+,Pass
2465,502,1,67.16,20.33,17.23,15.05,28.95,61.99,67.99,B+,Pass
2466,502,3,62.51,33.76,18.23,19.67,44.01,60.15,84.09,A+,Pass
2467,503,5,63.78,17.4,11.46,10.53,27.71,30.13,46.47,C,Pass
2468,503,3,58.26,36.82,18.37,13.57,29.73,42.32,67.16,B+,Pass
2469,503,4,48.35,28.53,14.44,16.1,32.59,49.12,67.31,B+,Pass
2470,503,1,58.17,24.76,8.53,15.1,32.97,37.77,57.45,B,Pass
2471,504,107,95.49,40.0,21.54,15.85,37.47,60.64,83.58,A+,Pass
2472,504,99,100.0,34.03,12.58,15.8,37.02,55.54,74.38,A,Pass
2473,504,102,94.69,35.27,24.98,12.78,43.79,67.43,87.38,A+,Pass
2474,504,97,100.0,33.51,20.17,15.3,46.78,58.73,83.27,A+,Pass
2475,505,51,43.29,18.84,8.5,4.61,24.47,36.89,44.58,C,Pass
2476,505,49,45.45,21.13,10.07,4.86,31.2,46.92,54.52,B,Pass
2477,505,53,52.92,21.7,13.26,15.61,18.53,37.78,50.86,B,Pass
2478,505,52,43.72,17.75,11.05,5.48,23.22,29.69,41.5,C,Pass
2479,506,77,33.08,19.07,7.46,2.16,20.1,27.89,36.67,F,Fail
2480,506,73,32.9,11.58,10.77,13.75,18.63,30.42,40.48,C,Pass
2481,506,69,30.0,15.32,13.35,8.01,22.89,33.4,44.04,C,Pass
2482,506,70,30.0,22.45,14.49,10.38,19.16,35.79,48.49,C,Pass
2483,506,65,30.0,20.66,16.36,10.93,18.29,54.64,56.98,B,Pass
2484,507,94,50.95,24.63,18.17,19.12,30.87,59.42,72.31,A,Pass
2485,507,96,61.35,32.04,21.14,20.0,44.44,58.72,84.1,A+,Pass
2486,507,88,65.65,26.25,14.42,14.27,21.21,52.51,61.13,B+,Pass
2487,507,85,58.22,34.52,20.04,17.05,40.85,62.79,83.53,A+,Pass
2488,508,82,87.14,30.24,19.24,9.13,20.43,56.88,64.14,B+,Pass
2489,508,83,78.33,29.85,13.31,12.67,32.23,52.76,67.32,B+,Pass
2490,508,88,82.31,25.92,16.03,14.61,31.26,44.62,63.13,B+,Pass
2491,508,86,77.23,28.35,22.51,12.88,38.39,57.44,75.62,A,Pass
2492,509,49,63.9,17.59,12.8,7.63,10.71,20.41,32.61,F,Fail
2493,509,58,67.57,12.29,15.16,7.59,21.83,47.7,49.18,C,Pass
2494,509,59,55.68,25.14,18.23,10.51,39.58,37.14,62.24,B+,Pass
2495,509,60,71.22,14.56,8.22,7.16,17.95,41.66,42.57,C,Pass
2496,509,51,56.55,21.47,11.32,10.91,23.3,41.24,51.61,B,Pass
2497,509,54,71.82,28.1,15.08,10.54,27.42,44.79,59.96,B,Pass
2498,510,25,69.43,20.15,19.02,9.94,25.42,44.1,55.94,B,Pass
2499,510,24,82.28,27.74,12.85,10.09,19.04,45.03,54.59,B,Pass
2500,510,23,71.65,14.96,14.13,16.26,28.64,37.59,53.13,B,Pass
2501,510,22,70.89,33.63,14.49,8.6,30.81,47.58,64.52,B+,Pass
2502,510,17,74.99,34.32,14.72,10.99,23.29,53.41,65.11,B+,Pass
2503,510,20,75.67,20.47,19.14,6.67,33.04,48.72,60.48,B+,Pass
2504,511,100,51.6,32.48,16.35,16.03,28.34,50.37,68.47,B+,Pass
2505,511,101,51.71,19.12,4.86,8.51,31.61,32.88,46.91,C,Pass
2506,511,99,46.16,19.7,9.04,12.79,27.52,38.19,51.44,B,Pass
2507,511,105,49.52,19.99,16.47,14.02,32.13,40.06,58.36,B,Pass
2508,512,65,92.12,26.79,15.57,10.36,35.61,53.62,67.63,B+,Pass
2509,512,69,100.0,36.89,21.32,20.0,40.57,59.69,85.11,A+,Pass
2510,512,68,89.69,32.54,20.82,15.12,45.09,62.24,83.75,A+,Pass
2511,512,67,98.04,29.55,13.1,16.99,42.48,55.77,75.78,A,Pass
2512,513,30,92.09,35.41,17.68,16.73,43.8,53.77,80.14,A+,Pass
2513,513,29,92.42,26.91,19.31,11.32,40.79,39.15,65.51,B+,Pass
2514,513,21,93.24,37.12,15.38,17.03,37.33,67.72,83.5,A+,Pass
2515,513,24,96.52,25.6,18.62,13.21,33.45,38.73,61.66,B+,Pass
2516,514,76,72.78,30.65,21.26,15.45,41.86,60.61,80.77,A+,Pass
2517,514,73,75.87,35.0,18.92,19.52,50.0,59.49,87.59,A+,Pass
2518,514,74,73.2,27.52,19.87,13.92,31.9,50.25,68.07,B+,Pass
2519,514,65,75.56,40.0,21.44,14.07,43.12,75.0,92.17,O,Pass
2520,514,70,66.29,25.19,19.61,9.87,33.29,48.19,64.51,B+,Pass
2521,515,84,64.41,35.13,25.0,20.0,47.25,74.28,95.85,O,Pass
2522,515,81,78.56,22.82,17.24,10.91,33.8,48.46,63.28,B+,Pass
2523,515,83,82.74,37.55,20.88,20.0,32.68,56.54,79.85,A,Pass
2524,515,85,69.03,27.23,20.92,14.95,36.1,64.45,77.59,A,Pass
2525,516,38,61.11,24.63,25.0,18.18,39.82,62.79,80.62,A+,Pass
2526,516,33,57.44,30.35,13.02,7.95,26.35,31.38,52.18,B,Pass
2527,516,40,58.33,25.3,20.24,18.68,41.89,47.04,72.98,A,Pass
2528,516,42,49.92,27.4,16.69,13.75,28.16,32.39,56.44,B,Pass
2529,517,54,64.06,25.37,19.43,15.78,41.94,53.3,74.19,A,Pass
2530,517,51,64.38,27.38,13.11,14.04,39.22,46.27,67.16,B+,Pass
2531,517,57,64.51,32.09,17.35,14.53,33.88,47.19,69.21,B+,Pass
2532,517,50,63.43,26.69,16.01,16.78,35.71,55.29,71.8,A,Pass
2533,517,58,72.76,23.67,15.29,13.74,28.22,35.16,55.34,B,Pass
2534,517,56,61.02,28.4,19.48,14.9,39.27,57.28,75.81,A,Pass
2535,518,21,89.3,33.73,22.93,20.0,50.0,68.79,93.14,O,Pass
2536,518,18,78.53,39.5,21.17,17.96,45.1,70.54,92.67,O,Pass
2537,518,20,84.29,28.07,22.57,20.0,36.95,59.35,79.23,A,Pass
2538,518,17,79.06,30.66,25.0,19.77,36.67,72.09,87.2,A+,Pass
2539,518,24,74.7,35.92,20.08,17.62,50.0,54.44,85.21,A+,Pass
2540,519,20,49.0,25.21,15.13,9.9,25.42,38.09,54.1,B,Pass
2541,519,23,57.49,23.71,13.33,14.64,29.67,35.87,56.08,B,Pass
2542,519,19,56.8,20.92,12.16,15.47,28.53,46.78,59.16,B,Pass
2543,519,22,54.55,16.21,10.41,5.27,20.56,23.86,36.32,F,Fail
2544,520,44,47.36,17.94,13.35,9.18,21.65,32.15,44.73,C,Pass
2545,520,40,39.1,17.88,11.61,8.58,21.43,21.68,38.71,F,Fail
2546,520,46,33.31,26.11,18.7,15.41,33.81,45.51,66.38,B+,Pass
2547,520,37,33.99,18.44,9.32,7.3,26.66,34.64,46.09,C,Pass
2548,520,36,55.91,17.38,13.97,11.14,21.6,31.74,45.46,C,Pass
2549,521,33,58.57,21.42,14.7,11.79,28.55,38.45,54.7,B,Pass
2550,521,42,68.67,19.67,15.95,10.79,35.28,46.06,60.74,B+,Pass
2551,521,46,63.51,20.75,18.68,12.24,32.02,40.08,58.69,B,Pass
2552,521,48,65.1,24.3,9.59,10.84,29.17,39.94,54.63,B,Pass
2553,521,35,60.6,13.87,10.29,14.11,27.18,44.39,52.41,B,Pass
2554,522,44,81.82,28.93,21.11,18.52,34.27,45.1,70.35,A,Pass
2555,522,41,80.71,31.38,23.69,12.93,41.21,60.76,80.59,A+,Pass
2556,522,36,86.81,27.02,23.41,17.18,38.36,73.06,84.74,A+,Pass
2557,522,39,79.28,33.76,25.0,17.68,36.56,75.0,89.0,A+,Pass
